---- 1 pangram ----
abcdefk ['feedback']
cehimst ['chemesthesis', 'chemisette', 'chemist', 'ethicism', 'hemisect', 'hemistich', 'hemstitch', 'mistetch', 'schemist']
cehoprs ['coccosphere', 'horoscope', 'horoscoper', 'perhorresce', 'phoroscope', 'phosphoresce', 'phosphoroscope', 'prechoose', 'rheoscope']
cgilost ['glossitic', 'logicist', 'logistic', 'logistics', 'oligistic', 'ologistic', 'sociologist', 'sociologistic', 'tocologist']
dehiprs ['dressership', 'herdship', 'hesperid', 'hesperiid', 'perished', 'serphid', 'shepherdish', 'sidership', 'spiderish']
deimnst ['destinism', 'dissentism', 'dissentment', 'identism', 'misintend', 'mistend', 'sediment', 'semidemented', 'timidness']
ehlrstu ['hulster', 'hurtless', 'hustler', 'reshuttle', 'ruthless', 'shutterless', 'sluther', 'thrushel', 'truthless']
ehmoprt ['hemotrophe', 'homopter', 'phorometer', 'photometeor', 'photometer', 'photoptometer', 'prototheme', 'thermophore', 'theromorph']
eilnrsv ['ensilver', 'selensilver', 'servileness', 'silveriness', 'silvern', 'silverness', 'silvervine', 'sniveler', 'virileness']
eloprst ['leptoprosope', 'polesetter', 'pollster', 'portless', 'protostele', 'serpolet', 'sportless', 'sprottle', 'stopperless']
ginopst ['nonstooping', 'posting', 'postsign', 'signpost', 'spotting', 'stooping', 'stoping', 'stopping', 'topognosis']
---- 10 pangrams ----
abelnst ['blateness', 'eatableness', 'nestable', 'stableness', 'tastableness', 'tasteableness', 'teasableness', 'teaseableness', 'tenableness', 'tenantableness']
acdenst ['adnascent', 'adscendent', 'ascendant', 'ascendent', 'candescent', 'decadescent', 'descant', 'descendant', 'scandent', 'tedescan']
acehnrt ['aceanthrene', 'anthracene', 'centranth', 'chanter', 'enchanter', 'ethnarch', 'rechant', 'trachean', 'tranchet', 'trenchant']
acilprt ['accipitral', 'iatraliptic', 'paralitical', 'parallactic', 'parallactical', 'paratactical', 'participial', 'piratical', 'practical', 'tricipital']
aciprst ['ascript', 'ascriptitii', 'aspartic', 'carpitis', 'parasitic', 'parastatic', 'patristic', 'patristics', 'satrapic', 'spartacist']
aefnrst ['arsenfast', 'fastener', 'fenestra', 'fenestrate', 'refasten', 'retransfer', 'transfer', 'transferee', 'transferent', 'transferrer']
aginprs ['appraising', 'aspiring', 'aspring', 'grasping', 'praising', 'rasping', 'raspings', 'singarip', 'sparing', 'sparring']
aloprst ['pastoral', 'portlast', 'postloral', 'postoral', 'postrostral', 'posttarsal', 'proatlas', 'protarsal', 'protoplast', 'protosalt']
bdelnru ['blendure', 'blunder', 'blunderer', 'bundler', 'reblunder', 'rebundle', 'unblunder', 'unblundered', 'unblurred', 'underbubble']
cdenrtu ['decurrent', 'reducent', 'reundercut', 'uncentered', 'uncentred', 'undercurrent', 'undercut', 'undercutter', 'unerected', 'unreduct']
cehiprt ['herpetic', 'perichete', 'perithece', 'peritrich', 'peritrichic', 'perthitic', 'pitcher', 'repitch', 'tephritic', 'threptic']
cenorst ['concreteness', 'consenter', 'consorter', 'contester', 'cornerstone', 'correctness', 'nonsecret', 'reconsent', 'recontest', 'sonorescent']
cilopst ['coloptosis', 'colpitis', 'colpoptosis', 'piccoloist', 'pisolitic', 'politicist', 'politics', 'postloitic', 'psilotic', 'solipsistic']
delnrtu ['dentelure', 'rundlet', 'trundle', 'trundler', 'underlet', 'underletter', 'underteller', 'unlettered', 'unrelented', 'untrundled']
denoprs ['desponder', 'endospore', 'nondepressed', 'nonspored', 'personed', 'predespond', 'reposedness', 'respond', 'responde', 'responder']
denprtu ['preprudent', 'prudent', 'prunted', 'unerupted', 'unpretended', 'unprudent', 'unrepented', 'unreputed', 'unruptured', 'uptrend']
efinrst ['firstness', 'infester', 'intensifier', 'reinfest', 'restiffen', 'restiffener', 'restiffness', 'snifter', 'stiffener', 'striffen']
ehimprs ['emeership', 'emirship', 'ephemeris', 'hemiprism', 'hemisphere', 'imperish', 'premiership', 'semisphere', 'shimper', 'shrimper']
---- 11 pangrams ----
abelmnt ['babblement', 'battlement', 'beltman', 'bemantle', 'embalmment', 'embattlement', 'enablement', 'entablement', 'lambent', 'lamentable', 'tableman']
acelnrt ['accelerant', 'alternance', 'central', 'centrale', 'crenelate', 'crenellate', 'enclaret', 'lacerant', 'lactarene', 'lanceteer', 'nectareal']
acelprt ['applecart', 'carpellate', 'clattertrap', 'paraclete', 'paralactate', 'pararectal', 'parcellate', 'placater', 'prelacteal', 'prerectal', 'receptacle']
acelrst ['cartsale', 'castellar', 'casterless', 'craterless', 'saltcellar', 'scarlet', 'scelerat', 'sclater', 'scrattle', 'telecaster', 'traceless']
cdenrsu ['crudeness', 'cursedness', 'decrudescence', 'recrudescence', 'scunder', 'uncensured', 'uncursed', 'unrescued', 'unscreened', 'unsecured', 'unsecuredness']
ceilnst ['celestine', 'clientless', 'illicitness', 'insectile', 'lentisc', 'lentiscine', 'licitness', 'scintillescent', 'scintle', 'selenitic', 'stencil']
ceimrst ['meristic', 'metricism', 'metricist', 'metrics', 'misrecite', 'semierect', 'semisecret', 'siccimeter', 'trimesic', 'trimesitic', 'trisemic']
chiorst ['chorist', 'choristic', 'chrisroot', 'christcross', 'historic', 'historics', 'orchitis', 'ostrich', 'trichoschisis', 'trichosis', 'triorchis']
cinorst ['consortion', 'constrict', 'constriction', 'constrictor', 'contortionist', 'contortionistic', 'coronitis', 'isocrotonic', 'striction', 'strontic', 'strontitic']
deginrs ['designer', 'dregginess', 'dressing', 'greediness', 'greenside', 'redesign', 'resigned', 'resignedness', 'rigidness', 'ringside', 'ringsider']
deimnrt ['dentimeter', 'determine', 'determined', 'determiner', 'detriment', 'dinnertime', 'diriment', 'indetermined', 'interdetermine', 'intermitted', 'redetermine']
eghinst ['higginsite', 'nightshine', 'seething', 'sennight', 'sheeting', 'sighten', 'sightening', 'thightness', 'thinginess', 'thingness', 'tightness']
ehimrst ['eremitish', 'erethism', 'etherism', 'hermitess', 'hermitish', 'hermitism', 'heterism', 'smither', 'tiresmith', 'trihemimeris', 'tritheism']
eiklrst ['klister', 'kreistle', 'sisterlike', 'skirtless', 'skirtlike', 'skittler', 'streetlike', 'strikeless', 'trellislike', 'tresslike', 'triskele']
ginprsu ['spurrings', 'surprising', 'uninspiring', 'unpursuing', 'unspring', 'unspringing', 'unsurprising', 'unusurping', 'uprising', 'upspring', 'usurping']
---- 12 pangrams ----
acelnst ['accentless', 'analects', 'asclent', 'calescent', 'castellan', 'elastance', 'lactescence', 'lactescent', 'latescence', 'latescent', 'scantle', 'tactlessness']
acenrst ['accrescent', 'anarcestean', 'ancestress', 'canaster', 'caressant', 'rancescent', 'reascent', 'recreantness', 'renascent', 'sarcenet', 'transcreate', 'transect']
aehlrst ['earthless', 'halteres', 'hastler', 'hearthless', 'heartless', 'shelleater', 'slather', 'theaterless', 'thrashel', 'threatless', 'trashless', 'trehalase']
aelmnrt ['atramental', 'entrammel', 'lamenter', 'lanameter', 'lanternman', 'maltreatment', 'manteltree', 'maternal', 'ramental', 'relament', 'remantle', 'remnantal']
beilrst ['beblister', 'belletrist', 'bitterless', 'blister', 'bristle', 'bristleless', 'bristler', 'irresistible', 'librettist', 'resistible', 'stibbler', 'tribeless']
ceprstu ['cutpurse', 'persecute', 'persecutee', 'persecutress', 'presuspect', 'putresce', 'resuspect', 'supercrust', 'supersecret', 'superstruct', 'superstructure', 'suspecter']
chioprt ['chorioptic', 'orthophoric', 'orthoptic', 'orthotropic', 'phototrophic', 'phototropic', 'phthoric', 'prophototropic', 'prototrophic', 'trichophoric', 'trophic', 'trophotropic']
degilns ['designless', 'designlessness', 'gelidness', 'glideness', 'ingleside', 'seedling', 'sideling', 'sidelings', 'singled', 'sledding', 'sledging', 'slidingness']
eflrstu ['fluster', 'flusterer', 'flutterless', 'frustule', 'futureless', 'restful', 'resultful', 'streetful', 'stressful', 'sulfuret', 'tressful', 'turfless']
eginprs ['grippiness', 'grippingness', 'perigenesis', 'presign', 'pressing', 'pressingness', 'respring', 'rippingness', 'speering', 'springe', 'springer', 'springiness']
emnorst ['merestone', 'mesenteron', 'mesotron', 'monster', 'moorstone', 'remoteness', 'sensomotor', 'sermonet', 'sonometer', 'stenometer', 'sternmost', 'tormentress']
emoprst ['mosstrooper', 'pestersome', 'pompster', 'pomster', 'postremote', 'promotress', 'promptress', 'proteosome', 'protostome', 'sportsome', 'stomper', 'tempersome']
---- 13 pangrams ----
acehlrt ['achtelthaler', 'clathrate', 'eelcatcher', 'hallecret', 'hatcheler', 'latcher', 'leecheater', 'ratchel', 'relatch', 'tetrathecal', 'tracheal', 'trachelate', 'trachle']
achirst ['acatharsia', 'archaist', 'archaistic', 'archartist', 'architis', 'catharsis', 'chartist', 'chirarthritis', 'citharist', 'citharista', 'rachitis', 'trachitis', 'trichiasis']
acilnst ['anaclastic', 'anaclastics', 'anastaltic', 'annalistic', 'antanaclasis', 'anticlassical', 'anticlassicist', 'antisialic', 'cisatlantic', 'santalic', 'satanical', 'scintilla', 'scintillant']
cdeinrt ['crednerite', 'dendritic', 'dicentrine', 'incredited', 'indicter', 'indirect', 'indirected', 'intercede', 'interceder', 'interdict', 'reindict', 'reintercede', 'tridecene']
cdenort ['centrode', 'concerted', 'contender', 'contorted', 'cordonnet', 'coroneted', 'coronetted', 'corrodent', 'creodont', 'noncredent', 'recontend', 'retrocedence', 'retrocedent']
cehinst ['chestiness', 'ethnicist', 'hecticness', 'hitchiness', 'itchiness', 'nicetish', 'sithence', 'sthenic', 'techiness', 'technicist', 'technics', 'technist', 'teschenite']
cemnort ['centromere', 'coercement', 'commenter', 'concernment', 'concertment', 'concrement', 'contemner', 'contemnor', 'cotorment', 'eccentrometer', 'econometer', 'oncometer', 'recommencement']
ceoprst ['corespect', 'octospore', 'proctoscope', 'prosect', 'prosector', 'prospect', 'prospector', 'protectress', 'rectoscope', 'retrospect', 'spectroscope', 'stereoscope', 'tropostereoscope']
egilnrt ['girtline', 'glittering', 'intergilt', 'interlining', 'lettering', 'relenting', 'retelling', 'ringlet', 'tigerling', 'tillering', 'tingler', 'treeling', 'tringle']
egilnst ['gentilesse', 'glisten', 'glistening', 'liltingness', 'listening', 'nestling', 'settling', 'settlings', 'singlet', 'sleeting', 'steeling', 'stelling', 'stingless']
ehmorst ['heterosome', 'homester', 'mesotherm', 'mothersome', 'othersome', 'resmooth', 'shortsome', 'smoother', 'smother', 'smotherer', 'stethometer', 'thermos', 'threesome']
ehnorst ['henroost', 'hornstone', 'netherstone', 'northernness', 'northest', 'northness', 'otherness', 'shorten', 'shortener', 'shortness', 'sternothere', 'thornstone', 'threnos']
ehoprst ['esthetophore', 'heteroproteose', 'hoppestere', 'osteophore', 'petrosphere', 'photosphere', 'potshooter', 'prophetess', 'shopster', 'strophe', 'trophosphere', 'trophospore', 'troposphere']
---- 14 pangrams ----
acdenrt ['cantred', 'carcaneted', 'centrad', 'crenated', 'deadcenter', 'decanter', 'decarnate', 'decarnated', 'nectared', 'reattendance', 'retardance', 'retardence', 'tetradecane', 'tranced']
aderstw ['desertward', 'eastward', 'restward', 'restwards', 'steward', 'stewardess', 'streetward', 'treewards', 'wadsetter', 'waterstead', 'waterwards', 'westerwards', 'westward', 'westwards']
aemnprt ['apartment', 'attemperament', 'entrapment', 'pantameter', 'parament', 'pentameran', 'pentameter', 'permanent', 'permeant', 'peterman', 'pratement', 'preparement', 'pretreatment', 'temperament']
aemnrst ['arrestment', 'ensnarement', 'erasement', 'masterman', 'reassessment', 'restatement', 'sarment', 'sarmenta', 'smarten', 'smartness', 'steerman', 'steersman', 'sternman', 'stretman']
aenrstv ['aversant', 'servant', 'servantess', 'transvasate', 'transvase', 'transversan', 'transverse', 'transverseness', 'transverser', 'transvert', 'transverter', 'transvest', 'versant', 'veteraness']
agilnst ['antistalling', 'gangliitis', 'lasting', 'saintling', 'salting', 'signalist', 'slanting', 'slating', 'slatting', 'staling', 'stalling', 'stingtail', 'tailings', 'tinglass']
ceinprs ['creepiness', 'crepiness', 'crispine', 'crispiness', 'crispness', 'encrisp', 'pincers', 'preciseness', 'prescience', 'princeps', 'princess', 'princesse', 'principes', 'resipiscence']
celorst ['closter', 'collectress', 'corselet', 'corsetless', 'cosettler', 'costrel', 'crosslet', 'crottels', 'electrosteel', 'electrotest', 'sclerote', 'scrotocele', 'selector', 'stercorol']
cioprst ['isotropic', 'poristic', 'postscript', 'prioristic', 'proctitis', 'proctoptosis', 'proctoscopic', 'proscript', 'protistic', 'psoroptic', 'scioptric', 'scriptor', 'trisporic', 'tropistic']
denrsuv ['underserve', 'underverse', 'undeserve', 'undeserved', 'undeservedness', 'undeserver', 'unreserved', 'unreservedness', 'unreversed', 'unserved', 'unsevered', 'unseveredness', 'unversed', 'unversedness']
einrstv ['insertive', 'interstrive', 'intervisit', 'inventress', 'invitress', 'irretentiveness', 'reinvest', 'resistiveness', 'restiveness', 'retentiveness', 'servient', 'striven', 'vintneress', 'vintress']
---- 15 pangrams ----
adehrtw ['deathward', 'earthward', 'headwater', 'hearthward', 'heartward', 'heartweed', 'theaterward', 'threadweed', 'waterhead', 'weathered', 'weatherhead', 'weatherheaded', 'weatherward', 'wheateared', 'wreathed']
adenrst ['anserated', 'ardentness', 'arseneted', 'arsenetted', 'attendress', 'deerstand', 'natteredness', 'ranstead', 'sandnatter', 'seastrand', 'stander', 'sternad', 'strander', 'tatteredness', 'transdesert']
eilprst ['epistler', 'peristele', 'pipistrel', 'pipistrelle', 'priestless', 'priestlet', 'respiteless', 'resplit', 'spirelet', 'spiritless', 'splitter', 'stippler', 'stripeless', 'striplet', 'strippler']
---- 16 pangrams ----
abelrst ['alabaster', 'arbalest', 'arbalester', 'arbalestre', 'arrestable', 'assertable', 'ballaster', 'barbastel', 'blaster', 'breastless', 'reballast', 'reblast', 'resettable', 'restable', 'stabler', 'steerable']
achinrt ['anacathartic', 'anarthric', 'antanacathartic', 'antarthritic', 'anthracia', 'anthracic', 'anthracin', 'anthracitic', 'antianarchic', 'antiarthritic', 'antirachitic', 'catarrhinian', 'tachinarian', 'thranitic', 'trichina', 'trittichan']
aegmnrt ['agreement', 'arrangement', 'engarment', 'enragement', 'garment', 'grateman', 'mangrate', 'margent', 'mentagra', 'reagreement', 'rearrangement', 'regarment', 'remanagement', 'targeman', 'targetman', 'termagant']
aelmrst ['lamester', 'malattress', 'maltster', 'masterless', 'matterless', 'metatarsal', 'metatarsale', 'semestral', 'smalter', 'smartless', 'steamerless', 'strammel', 'streamless', 'streamlet', 'talemaster', 'tramless']
aelnprt ['pantler', 'parental', 'parentela', 'parenteral', 'paternal', 'penetral', 'perplantar', 'planter', 'prenatal', 'preparental', 'preplant', 'prerental', 'repellant', 'replant', 'replanter', 'terneplate']
---- 17 pangrams ----
abcelrt ['attractable', 'beclart', 'beclatter', 'bracelet', 'bracteal', 'bractlet', 'cartable', 'celebrate', 'celebrater', 'crablet', 'creatable', 'erectable', 'recelebrate', 'retraceable', 'retractable', 'traceable', 'tractable']
aenprst ['apartness', 'apertness', 'apparentness', 'entrepas', 'pastern', 'peartness', 'prestant', 'raptness', 'representant', 'separateness', 'septenar', 'stepparent', 'taperness', 'transept', 'transparent', 'transparentness', 'transpeer']
eimnrst ['erminites', 'immersement', 'interimist', 'interminister', 'mesenteritis', 'minister', 'ministrer', 'ministress', 'minster', 'misinter', 'misinterment', 'semiretirement', 'sentimenter', 'tensimeter', 'terminism', 'terminist', 'trimness']
---- 18 pangrams ----
ceinrst ['centistere', 'centrist', 'cistern', 'crescentic', 'incitress', 'increscent', 'increst', 'intercrescence', 'interscene', 'interscience', 'intersect', 'interstice', 'irenicist', 'resentience', 'secretin', 'sternitic', 'strictness', 'trecentist']
---- 19 pangrams ----
cdeirst ['ciderist', 'creditress', 'creedist', 'decistere', 'decretist', 'dereistic', 'desertic', 'desertrice', 'directress', 'directrices', 'discredit', 'discreet', 'discrested', 'discrete', 'redissect', 'redistrict', 'restricted', 'sideritic', 'trisected']
eilnrst ['enlister', 'esterlin', 'instiller', 'interestless', 'intersterile', 'irresilient', 'listener', 'reinstil', 'reinstill', 'relisten', 'resilient', 'resistlessness', 'ritelessness', 'sisterliness', 'snirtle', 'stellerine', 'sterileness', 'stirlessness', 'tirelessness']
---- 20 pangrams ----
aegnrst ['aggregateness', 'angster', 'estrange', 'estranger', 'gangster', 'garnets', 'greatness', 'nagster', 'regenerateness', 'regeneratress', 'segreant', 'segregant', 'segregateness', 'sergeant', 'sergeantess', 'sternage', 'strange', 'strangeness', 'stranger', 'transgress']
ceinprt ['centerpiece', 'centripetence', 'epicenter', 'intercept', 'intercepter', 'interpiece', 'penitencer', 'penteteric', 'percipient', 'pericenter', 'pericentric', 'perienteric', 'pernitric', 'pertinence', 'piercent', 'precinct', 'precipitin', 'prentice', 'preterience', 'recipient']
denprsu ['presurrender', 'presuspend', 'resuspend', 'suspender', 'suspenders', 'undepressed', 'underpresser', 'underpressure', 'underspend', 'unperused', 'unpressed', 'unpursed', 'unpursued', 'unrepressed', 'unspeered', 'unspurned', 'unspurred', 'unsuperseded', 'unsuppressed', 'unusurped']
---- 22 pangrams ----
aelnrst ['alertness', 'alternateness', 'antesternal', 'antlerless', 'artlessness', 'asternal', 'eternalness', 'latterness', 'retranslate', 'saltern', 'slattern', 'slatternness', 'starlessness', 'starnel', 'sternal', 'tearlessness', 'translate', 'translater', 'translatress', 'transletter', 'transreal', 'transstellar']
aelprst ['alpestral', 'palaestra', 'palaestral', 'palestra', 'palestral', 'palster', 'parapetless', 'partless', 'persalt', 'plaster', 'plasterer', 'prelatess', 'psalter', 'psaltress', 'replaster', 'saltpeter', 'spartle', 'splatter', 'splatterer', 'stapler', 'strapless', 'strapple']
deinrst ['dirtiness', 'disinter', 'disinterest', 'disinterested', 'disinterestedness', 'dissenter', 'distender', 'distressedness', 'enteritidis', 'indesert', 'inserted', 'instressed', 'interested', 'interestedness', 'redistend', 'resident', 'residenter', 'retiredness', 'serendite', 'stridden', 'strident', 'tiredness']
---- 23 pangrams ----
denrstu ['nursetender', 'sederunt', 'surdent', 'underset', 'undersetter', 'understeer', 'understress', 'undertest', 'undertruss', 'undesert', 'undeserted', 'unresented', 'unrested', 'unrusted', 'unsteered', 'unstressed', 'unstressedness', 'unstuttered', 'unsutured', 'untenderness', 'untressed', 'untrussed', 'untrusted']
